,satisfaction_score,customer_status,cltv,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,population,latitude,longitude,gender,age,married,number_of_dependents
4557,4,0,4028,0,23,Offer D,True,1.58,False,DSL,47,False,True,False,True,False,False,True,True,Month-to-Month,True,Bank Withdrawal,55.3,1284.2,0.0,0,36.34,47126,33.054579,-117.25665,Male,25,False,3
3467,4,0,5740,0,68,Offer A,True,2.83,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.05,1386.9,0.0,0,192.44,26099,34.005439,-118.477507,Female,49,False,0
4414,4,0,5556,0,41,None,True,38.21,False,DSL,5,True,False,True,True,True,True,True,True,One Year,True,Bank Withdrawal,79.85,3320.75,0.0,0,1566.6100000000001,26442,33.90139,-118.315697,Female,57,False,0
2852,4,0,2332,0,35,None,True,41.21,True,Fiber Optic,6,False,False,False,False,True,False,False,True,Month-to-Month,False,Bank Withdrawal,83.15,2848.45,18.84,0,1442.3500000000001,53481,35.449881,-118.841442,Male,52,False,0
411,3,1,5507,0,60,None,True,34.39,True,Fiber Optic,17,False,False,True,True,True,True,False,False,One Year,True,Bank Withdrawal,106.0,6441.4,0.0,110,2063.4,659,38.636102,-120.522149,Female,68,False,0
965,3,0,4981,7,62,Offer B,True,27.49,True,Fiber Optic,3,False,True,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,89.8,5629.55,0.0,0,1704.3799999999999,15508,36.205465,-119.085807,Male,65,True,0
4943,4,0,3903,0,10,Offer D,True,13.51,False,DSL,14,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,46.0,492.1,0.0,0,135.1,36568,37.704384,-122.126703,Male,45,False,0
4954,4,0,2281,1,33,Offer C,True,1.62,False,Cable,30,False,True,True,True,True,True,True,True,Two Year,False,Credit Card,82.1,2603.1,0.0,0,53.46,26022,37.916648,-122.008483,Male,44,True,1
5960,4,0,5918,1,59,None,True,15.94,False,DSL,19,False,True,True,True,True,True,True,True,One Year,False,Credit Card,76.75,4541.9,0.0,0,940.4599999999999,51706,37.350284,-121.852855,Male,63,True,2
2716,3,0,5534,8,72,Offer A,True,27.25,False,Fiber Optic,19,True,True,False,True,True,True,True,True,Two Year,False,Bank Withdrawal,105.5,7611.55,0.0,0,1962.0,414,34.274846,-116.937581,Male,47,True,0
5467,3,0,5316,0,60,Offer B,True,16.59,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,19.95,1189.9,0.0,0,995.4,16996,34.15136,-118.364786,Male,49,False,2
2246,1,1,4306,3,12,None,True,18.26,False,Fiber Optic,18,True,False,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1449,38.005839,-122.638155,Male,57,True,0
6018,4,0,4641,1,72,Offer A,True,28.63,True,DSL,19,True,True,True,True,True,True,True,True,Two Year,False,Credit Card,88.7,6501.35,0.0,0,2061.36,25340,37.982716,-120.343732,Male,64,True,2
3086,3,0,5293,0,42,None,True,48.41,False,None,0,False,False,False,False,False,False,False,False,One Year,True,Credit Card,19.55,839.4,12.16,0,2033.2199999999998,8365,37.031404,-121.981865,Male,32,False,0
5905,5,0,4193,0,57,None,True,1.69,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,20.65,1125.6,0.0,0,96.33,15438,37.84551,-122.235181,Male,60,False,0
3218,3,0,5052,0,50,Offer B,False,0.0,False,DSL,7,True,False,False,True,False,False,False,True,One Year,True,Credit Card,35.4,1748.9,0.0,0,0.0,1851,40.142256,-123.852927,Male,45,False,0
71,3,1,2508,0,16,None,True,19.18,True,Fiber Optic,22,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,86.6,1281.0,0.0,0,306.88,1689,40.825486,-124.049485,Male,76,False,0
1950,2,1,3498,1,38,None,True,49.7,True,Fiber Optic,30,False,True,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,94.65,3624.3,0.0,0,1888.6000000000001,75,38.233879,-120.861666,Male,25,True,0
5642,3,0,5418,0,54,None,True,18.54,True,DSL,26,True,False,True,True,True,True,True,False,Two Year,False,Bank Withdrawal,87.1,4735.2,0.0,80,1001.16,2762,33.720359,-117.733655,Male,60,False,0
3573,3,0,5327,0,70,None,True,13.4,True,Fiber Optic,3,False,True,True,True,False,False,False,False,One Year,True,Bank Withdrawal,90.25,6385.95,0.0,100,938.0,2606,32.688506,-116.938632,Female,38,False,0
6349,4,0,3734,0,11,Offer D,True,10.95,True,Fiber Optic,29,False,False,True,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,89.2,990.3,0.0,0,120.44999999999999,40705,33.833699,-118.314387,Female,60,False,0
4131,3,0,2252,0,13,Offer D,True,7.33,False,None,0,False,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,19.95,253.8,0.0,0,95.29,25718,38.468893,-122.580539,Male,34,False,0
5674,4,0,4118,1,70,Offer A,True,28.54,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,24.25,1724.15,0.0,0,1997.8,43491,33.764018,-117.931507,Male,36,True,0
5557,3,0,5079,0,25,None,False,0.0,False,DSL,18,True,False,False,False,True,False,False,True,One Year,True,Credit Card,40.65,970.55,0.0,0,0.0,27804,32.690654,-115.431225,Male,56,False,2
4249,4,0,5709,0,58,None,True,22.71,True,Fiber Optic,14,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,79.8,4526.85,0.0,0,1317.18,14966,38.550722,-121.457314,Female,47,False,0
1975,1,1,4154,1,12,None,True,40.63,True,Fiber Optic,59,False,True,True,False,False,False,True,True,Month-to-Month,True,Bank Withdrawal,84.5,916.9,0.0,0,487.56000000000006,22250,38.439696,-122.668817,Female,28,True,0
1108,2,1,2941,0,34,Offer C,True,21.69,True,Fiber Optic,28,False,True,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,106.35,3549.25,0.0,0,737.46,27866,34.137412,-118.207607,Male,51,False,1
4527,3,0,2856,3,16,Offer D,True,27.24,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.5,290.55,0.0,0,435.84,47,34.231318,-117.662032,Male,30,True,2
3944,4,0,5989,1,53,None,True,43.39,False,Fiber Optic,29,False,True,True,True,True,True,True,True,Month-to-Month,True,Bank Withdrawal,108.25,5935.1,0.0,0,2299.67,20643,37.736535,-122.45732,Female,38,True,2
5547,4,0,5774,0,47,None,True,26.35,False,Cable,5,True,True,False,True,False,False,False,True,One Year,True,Credit Card,58.9,2813.05,0.0,0,1238.45,42733,33.000269,-117.072093,Female,55,False,0
3766,4,0,2689,0,5,Offer E,True,45.74,False,Fiber Optic,30,False,True,False,False,True,False,False,False,Month-to-Month,True,Credit Card,85.3,420.45,0.0,10,228.70000000000002,16477,34.460197,-119.802602,Female,37,False,0
482,3,0,2578,0,6,Offer E,True,8.06,False,Fiber Optic,19,False,False,False,False,True,True,False,True,One Year,True,Bank Withdrawal,89.35,567.8,0.0,0,48.36,71126,32.607964,-117.059459,Female,77,False,0
3480,4,0,4185,3,72,Offer A,True,47.69,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,24.75,1859.1,0.0,0,3433.68,63288,33.989524,-118.089299,Male,54,True,2
2778,4,0,5328,3,71,None,True,2.43,False,Cable,58,True,False,True,True,False,True,True,True,Two Year,True,Credit Card,70.85,4973.4,0.0,0,172.53,46371,33.611945,-117.665867,Male,19,True,0
4046,5,0,5092,3,46,None,True,16.07,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.6,851.2,0.0,0,739.22,4563,37.007882,-122.065975,Male,59,True,0
6263,3,0,2691,0,22,None,True,35.4,False,None,0,False,False,False,False,False,False,False,False,One Year,True,Credit Card,19.25,412.55,0.0,0,778.8,1822,39.637471,-120.226338,Female,50,False,0
2225,2,1,3627,1,37,None,False,0.0,False,DSL,23,True,True,True,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,40.2,1448.8,0.0,0,0.0,3641,38.542448,-122.419923,Male,52,True,1
2402,1,1,5518,0,15,None,False,0.0,False,DSL,29,False,False,False,True,False,False,False,False,Month-to-Month,True,Bank Withdrawal,29.7,438.25,0.0,90,0.0,68018,34.200175,-118.540958,Male,56,False,0
2491,3,0,5983,0,10,None,True,48.38,False,Fiber Optic,42,True,False,True,False,False,False,False,True,Month-to-Month,True,Credit Card,79.85,887.35,0.0,0,483.8,31963,33.993991,-118.39704,Male,29,False,0
5068,5,0,4422,0,37,None,True,34.37,False,None,0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,20.15,785.75,0.0,0,1271.6899999999998,3256,37.249377,-120.249581,Male,36,False,0
1106,1,1,3022,0,17,None,True,40.55,False,Cable,41,False,False,False,False,True,True,True,True,Month-to-Month,True,Credit Card,64.7,1093.1,0.0,0,689.3499999999999,46960,34.078821,-118.177576,Female,20,False,0
5989,3,0,6419,3,72,None,True,32.23,False,Fiber Optic,19,True,True,True,True,True,True,True,True,Two Year,True,Credit Card,109.5,7854.9,0.0,0,2320.56,21,38.358464,-120.579304,Female,38,True,1
5593,3,0,4727,0,46,Offer B,True,30.6,False,Fiber Optic,59,True,True,True,False,True,False,False,True,One Year,True,Credit Card,95.65,4664.2,0.0,0,1407.6000000000001,115,34.9436,-115.287901,Female,27,False,0
2717,5,0,5655,0,64,Offer B,True,4.03,True,None,0,False,False,False,False,False,False,False,False,One Year,False,Mailed Check,24.7,1642.75,0.0,0,257.92,82630,34.087558,-117.464096,Female,53,False,0
345,2,1,5948,1,1,None,True,12.46,False,Fiber Optic,22,False,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,69.55,69.55,0.0,0,12.46,63999,34.004379,-117.447864,Female,76,True,0
2812,3,0,4025,0,7,None,True,40.76,True,Fiber Optic,16,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,78.55,522.95,47.19,0,285.32,21633,34.581308,-118.931948,Female,51,False,0
3418,3,0,5623,7,56,None,True,32.93,True,None,0,False,False,False,False,False,False,False,False,One Year,True,Mailed Check,24.45,1431.65,0.0,0,1844.08,38415,34.085807,-118.206617,Male,64,True,0
2714,4,0,5674,10,52,Offer B,True,5.32,True,None,0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,25.05,1270.25,0.0,0,276.64,443,36.27688,-117.033326,Female,30,True,0
762,5,0,5291,3,70,None,True,39.49,True,Fiber Optic,28,False,True,True,False,True,True,False,True,One Year,True,Bank Withdrawal,104.8,7308.95,6.11,0,2764.3,53323,33.782068,-118.262263,Male,66,True,0
1995,1,1,2078,0,2,None,True,38.28,True,Fiber Optic,18,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,74.9,147.15,0.0,0,76.56,648,38.544002,-121.685559,Female,37,False,0
6409,4,0,4164,0,4,None,True,22.07,False,DSL,41,True,False,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,50.55,235.65,0.0,0,88.28,18735,34.130992,-118.894673,Female,24,False,0
5296,3,0,4700,5,53,None,True,24.33,False,Fiber Optic,52,False,True,False,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,92.55,4779.45,0.0,0,1289.49,78,40.331975,-121.460674,Male,25,True,2
1186,2,1,5170,2,56,None,True,26.15,True,Fiber Optic,7,False,True,False,False,True,True,True,False,One Year,False,Credit Card,100.3,5614.45,0.0,100,1464.3999999999999,62634,33.714829,-117.872941,Male,50,True,0
553,3,0,4011,0,56,None,True,37.3,True,DSL,8,True,False,True,True,False,True,False,True,Two Year,False,Bank Withdrawal,73.25,4054.2,17.16,0,2088.7999999999997,66543,37.572273,-121.964583,Female,80,False,0
2329,3,1,5332,0,2,None,True,16.76,False,Fiber Optic,27,False,True,False,False,True,True,True,True,Month-to-Month,False,Bank Withdrawal,95.65,167.3,0.0,0,33.52,531,39.033058,-121.895718,Male,34,False,0
3102,5,0,4244,0,12,None,True,44.78,False,DSL,12,False,True,False,False,False,False,False,True,Month-to-Month,True,Bank Withdrawal,49.05,593.05,29.32,0,537.36,60620,37.375156,-121.795867,Male,58,False,0
1757,2,1,4910,0,26,None,True,38.09,False,Fiber Optic,22,False,False,False,False,True,True,True,False,Month-to-Month,True,Bank Withdrawal,88.8,2274.35,0.0,50,990.3400000000001,31556,33.830099,-118.182239,Female,58,False,0
5094,3,0,4821,3,19,None,True,31.7,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.2,387.4,0.0,0,602.3,13485,38.965804,-122.631779,Male,32,True,3
4181,4,0,2378,0,19,Offer D,True,14.48,True,None,0,False,False,False,False,False,False,False,False,Month-to-Month,True,Credit Card,24.1,439.2,0.0,0,275.12,155,40.7666,-123.80458,Male,62,False,2
813,3,0,4993,8,58,None,True,31.11,True,Fiber Optic,4,False,True,False,False,True,True,False,True,Two Year,True,Bank Withdrawal,98.9,5780.7,0.0,0,1804.3799999999999,1826,37.245505,-118.062943,Male,80,True,0
497,4,0,5322,0,33,Offer C,False,0.0,False,Cable,11,False,False,True,True,True,True,False,True,One Year,True,Bank Withdrawal,54.6,1803.7,0.0,0,0.0,5529,33.832799,-116.250973,Male,74,False,0
83,3,1,2099,0,15,Offer D,True,46.38,True,Fiber Optic,19,False,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,75.65,1146.65,0.0,0,695.7,1351,40.077028,-121.494168,Male,70,False,0
6452,5,0,4403,0,30,Offer C,True,22.64,True,DSL,18,False,True,True,False,True,False,False,True,One Year,True,Credit Card,68.95,2038.7,0.0,0,679.2,71126,32.607964,-117.059459,Female,37,False,0
1440,2,1,4710,0,1,None,True,12.0,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,20.05,20.05,0.0,0,12.0,9864,34.182378,-118.262922,Male,57,False,0
1691,1,1,5476,0,5,None,True,3.61,False,DSL,69,True,False,False,True,False,False,False,True,Month-to-Month,False,Bank Withdrawal,54.2,308.25,0.0,0,18.05,21313,38.556306,-121.495817,Female,21,False,0
3165,4,0,5915,0,54,None,True,20.93,False,Fiber Optic,11,True,True,False,True,True,True,True,False,One Year,True,Bank Withdrawal,105.85,5826.65,0.0,10,1130.22,274,37.609095,-121.263381,Male,58,False,1
2818,3,0,5928,9,46,None,True,13.05,True,DSL,15,True,False,False,False,False,False,False,True,Month-to-Month,False,Bank Withdrawal,55.0,2473.95,31.39,0,600.3000000000001,20893,34.438581,-119.685368,Female,48,True,0
3659,4,0,4237,10,69,Offer A,True,3.81,True,Fiber Optic,4,False,False,True,False,True,True,True,True,One Year,False,Bank Withdrawal,99.5,6841.45,0.0,0,262.89,115,34.9436,-115.287901,Male,50,True,0
195,1,1,4842,0,1,Offer E,False,0.0,False,DSL,21,False,False,False,False,False,False,False,True,Month-to-Month,False,Credit Card,25.05,25.05,0.0,0,0.0,73,40.022184,-121.062384,Female,69,False,0
5122,3,0,4188,0,11,None,True,48.92,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,20.3,246.3,0.0,0,538.12,1884,39.408634,-123.045516,Female,40,False,0
5857,3,0,3705,0,12,None,True,26.17,True,None,0,False,False,False,False,False,False,False,False,Two Year,True,Bank Withdrawal,24.0,269.65,0.0,0,314.04,23393,37.556634,-122.317723,Male,56,True,1
5430,4,0,5586,4,57,None,True,31.79,True,Fiber Optic,13,True,True,True,True,True,False,False,True,Month-to-Month,True,Bank Withdrawal,103.05,5925.75,0.0,0,1812.03,18752,34.282704,-118.312929,Male,36,True,0
5893,3,0,2762,6,11,None,True,44.2,False,DSL,15,False,False,False,False,True,False,False,True,Month-to-Month,True,Bank Withdrawal,55.05,608.15,0.0,0,486.20000000000005,42209,38.161321,-122.271588,Male,38,True,0
3216,4,0,3733,8,22,Offer D,True,7.68,False,DSL,7,True,False,False,True,False,False,False,False,One Year,True,Credit Card,56.25,1292.2,0.0,100,168.95999999999998,574,41.269521,-123.546958,Male,56,True,0
3700,5,0,5530,10,28,None,True,33.57,True,Fiber Optic,52,False,True,True,False,True,False,False,True,Month-to-Month,False,Credit Card,96.6,2684.35,0.0,0,939.96,61205,33.923149,-117.244933,Male,25,True,0
5690,5,0,2839,0,41,Offer B,True,15.48,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,20.45,775.6,0.0,0,634.6800000000001,6503,34.404544,-119.302118,Female,52,False,0
3692,4,0,4649,0,21,None,True,49.05,True,Fiber Optic,9,False,False,False,False,False,True,True,True,Month-to-Month,True,Bank Withdrawal,84.1,1737.45,0.0,0,1030.05,63999,34.004379,-117.447864,Male,46,False,0
4050,4,0,3847,0,25,Offer C,True,4.94,False,Fiber Optic,51,False,False,True,True,True,True,True,True,Two Year,False,Bank Withdrawal,99.3,2513.5,0.0,0,123.50000000000001,57748,37.284265,-121.827673,Male,21,False,0
542,5,0,2269,0,26,Offer C,True,29.88,False,None,0,False,False,False,False,False,False,False,False,One Year,False,Credit Card,19.3,504.2,9.49,0,776.88,18486,37.349546,-122.134356,Male,65,False,0
3808,3,0,5075,0,49,None,True,20.45,False,Cable,23,True,True,True,True,False,False,False,True,Two Year,False,Bank Withdrawal,67.4,3306.85,0.0,0,1002.05,44588,35.339796,-119.023552,Female,37,False,0
5286,3,0,5616,0,30,None,True,4.22,False,DSL,13,True,True,True,True,True,False,False,False,One Year,False,Credit Card,74.65,2308.6,0.0,50,126.6,1026,41.962127,-122.527696,Female,52,False,0
4453,4,0,6009,10,71,Offer A,True,41.71,True,Cable,20,True,True,True,True,True,True,True,True,Two Year,True,Credit Card,90.55,6239.05,0.0,0,2961.41,20890,33.841027,-118.078097,Female,43,True,3
5250,4,0,6445,10,56,None,False,0.0,False,DSL,30,False,False,True,True,True,True,True,False,One Year,True,Bank Withdrawal,54.05,2959.8,0.0,40,0.0,13706,39.748037,-122.302169,Male,20,True,0
3703,4,0,4684,6,62,Offer B,True,13.32,False,Cable,22,True,False,True,True,True,True,True,True,Two Year,False,Mailed Check,81.0,4985.9,0.0,0,825.84,36817,33.787298,-117.320676,Female,49,True,0
4774,4,0,6228,1,55,None,True,12.21,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,25.7,1443.65,0.0,0,671.5500000000001,44915,35.559617,-118.925185,Male,54,True,0
5565,5,0,4769,0,18,Offer D,True,31.33,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Credit Card,19.25,331.35,0.0,0,563.9399999999999,8062,32.811001,-115.152865,Male,50,False,0
803,3,0,4831,7,17,None,True,46.44,True,Fiber Optic,13,False,False,False,False,True,True,False,True,Two Year,True,Bank Withdrawal,94.8,1563.9,0.0,0,789.48,9318,35.858054,-119.305858,Male,79,True,0
3945,5,0,4399,0,48,None,True,33.68,False,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,20.15,982.95,0.0,0,1616.6399999999999,27906,37.746699,-122.442833,Male,41,False,0
4340,5,0,5425,0,72,None,True,24.19,True,Fiber Optic,13,False,True,True,True,True,True,True,True,Two Year,True,Bank Withdrawal,111.6,8012.75,0.0,0,1741.68,4931,40.582399,-122.195512,Female,42,False,0
5588,4,0,4934,0,50,Offer B,True,37.95,False,None,0,False,False,False,False,False,False,False,False,One Year,False,Bank Withdrawal,19.75,989.05,0.0,0,1897.5000000000002,455,34.255203,-117.175654,Female,63,False,0
1624,2,1,2428,0,15,Offer D,True,39.84,False,None,0,False,False,False,False,False,False,False,False,Month-to-Month,False,Bank Withdrawal,19.75,297.3,0.0,0,597.6,37090,37.186141,-121.843554,Female,54,False,0
567,5,0,5193,8,11,None,True,28.64,True,Fiber Optic,22,False,False,False,False,False,False,False,True,One Year,True,Credit Card,75.2,775.3,0.0,0,315.04,49657,37.902422,-121.440029,Male,65,True,1
581,4,0,3828,0,4,None,True,8.75,True,Fiber Optic,4,True,False,False,False,False,False,False,False,One Year,True,Bank Withdrawal,80.25,303.7,0.0,30,35.0,175,39.045246,-122.743181,Female,66,False,0
3217,3,0,6059,0,69,None,True,22.24,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Bank Withdrawal,23.95,1713.1,0.0,0,1534.56,163,40.184094,-123.745487,Male,57,False,0
4979,3,0,4741,1,13,None,True,13.32,False,DSL,21,False,False,False,False,True,True,True,True,One Year,True,Bank Withdrawal,64.75,877.35,0.0,0,173.16,406,38.129308,-122.834815,Male,59,True,1
3059,4,0,2047,0,40,None,True,33.83,True,DSL,19,False,False,True,True,True,True,True,True,One Year,True,Credit Card,80.75,3208.65,0.0,0,1353.1999999999998,821,38.021772,-122.691744,Female,41,False,0
6366,5,0,5299,0,10,Offer D,True,3.01,True,None,0,False,False,False,False,False,False,False,False,Month-to-Month,True,Bank Withdrawal,24.0,226.55,0.0,0,30.099999999999998,27563,33.847755,-118.112532,Male,35,False,0
5926,5,0,5865,1,24,None,True,7.37,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,24.2,609.05,0.0,0,176.88,406,38.129308,-122.834815,Male,58,True,3
4789,4,0,6148,1,67,None,True,6.53,False,Cable,19,True,True,False,True,False,False,False,True,One Year,False,Credit Card,60.05,3994.05,0.0,0,437.51,35586,35.634222,-120.728341,Male,43,True,2
4857,3,0,4115,0,13,Offer D,True,28.45,False,DSL,30,True,True,False,True,False,True,True,True,Month-to-Month,False,Bank Withdrawal,67.8,842.25,0.0,0,369.84999999999997,29337,36.822715,-119.761826,Female,36,False,0
5131,4,0,5409,1,11,None,True,15.04,True,None,0,False,False,False,False,False,False,False,False,Two Year,False,Credit Card,25.0,300.7,0.0,0,165.44,23224,40.796621,-124.15428,Female,50,True,2
6135,5,0,4528,9,72,None,True,6.9,False,None,0,False,False,False,False,False,False,False,False,Two Year,True,Credit Card,20.7,1482.3,0.0,0,496.8,1273,38.481902,-120.603668,Female,64,True,3
1911,1,1,4944,0,5,None,True,14.26,False,DSL,26,False,False,True,False,True,True,True,True,Month-to-Month,True,Bank Withdrawal,70.05,346.4,0.0,0,71.3,1723,37.386978,-122.177746,Male,52,False,0
1802,2,1,2189,0,13,Offer D,True,6.03,True,Fiber Optic,48,False,False,False,False,False,False,True,True,Month-to-Month,True,Mailed Check,75.0,999.45,0.0,0,78.39,28488,32.555828,-117.040073,Female,25,False,0
3569,3,0,5342,0,63,Offer B,True,18.05,True,DSL,11,True,True,True,True,False,False,False,False,One Year,False,Bank Withdrawal,71.5,4576.3,0.0,70,1137.15,16486,32.827184,-116.703729,Male,46,False,0
